run,vehicle,ttt_index,can_user_defined_index,configured_label,t_fcw_audio_observed_s,test_intent,eligible_for_fcw_audio_timing,eligible_for_aeb_response_or_proxy,braking_interpretation,intervention_class,operator_note
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/200-VUT 70 kph; CCRs 50 % FCW/V3_T200_R1.txt,Guang_Qi_A66_data,3,1,SoundAlarm,19.5916004180908,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/204-VUT 80 kph; CCRs -50 % FCW/V3_T204_R1.txt,Guang_Qi_A66_data,3,1,SoundAlarm,20.8019008636475,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/204-VUT 80 kph; CCRs -50 % FCW/V3_T204_R2.txt,Guang_Qi_A66_data,3,1,SoundAlarm1,20.8899002075195,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/204-VUT 80 kph; CCRs -50 % FCW/V3_T204_R3.txt,Guang_Qi_A66_data,3,1,SoundAlarm1,22.4599990844727,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/204-VUT 80 kph; CCRs -50 % FCW/V3_T204_R4.txt,Guang_Qi_A66_data,3,1,SoundAlarm1,20.6499004364014,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/204-VUT 80 kph; CCRs -50 % FCW/V3_T204_R5.txt,Guang_Qi_A66_data,3,1,SoundAlarm1,19.3899002075195,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_A66_data/3-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/204-VUT 80 kph; CCRs -50 % FCW/V3_T204_R6.txt,Guang_Qi_A66_data,3,1,SoundAlarm1,21.9999008178711,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_E8_data/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/155-L6.1.5-CCRs-VUT-FCW-50kph-(+50%)/V5_T155_R12.txt,Guang_Qi_E8_data,1,1,bbb,14.9898996353149,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_E8_data/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/159-L6.1.5-CCRs-VUT-FCW-60kph-(-50%)/V5_T159_R1.txt,Guang_Qi_E8_data,1,1,bbb,14.7199001312256,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_E8_data/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/163-L6.1.5-CCRs-VUT-FCW-70kph-(+50%)/V5_T163_R1.txt,Guang_Qi_E8_data,1,1,bbb,16.359899520874,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_E8_data/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/163-L6.1.5-CCRs-VUT-FCW-70kph-(+50%)/V5_T163_R2.txt,Guang_Qi_E8_data,1,1,bbb,15.4598999023438,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_E8_data/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/167-L6.1.5-CCRs-VUT-FCW-80kph-(-50%)/V5_T167_R1.txt,Guang_Qi_E8_data,1,1,bbb,17.6298999786377,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_E8_data/8-L6.1.5-CCRs-VUT/5-L6.1.5-CCRS-VUT-FCW/7-L6.1.5-CCRs-VUT-FCW/167-L6.1.5-CCRs-VUT-FCW-80kph-(-50%)/V5_T167_R2.txt,Guang_Qi_E8_data,1,1,bbb,14.9598999023438,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/60-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V4_T60_R2.txt,Guang_Qi_S9_data,3,1,SoundAlarm,26.1399993896484,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/64-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V4_T64_R1.txt,Guang_Qi_S9_data,3,1,SoundAlarm,26.580099105835,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/64-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V4_T64_R2.txt,Guang_Qi_S9_data,3,1,SoundAlarm,28.3600006103516,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/26-GVT 50 kph/64-VUT 60 kph; CCScp Farside GVT 50 kph FCW/V4_T64_R3.txt,Guang_Qi_S9_data,3,1,SoundAlarm,26.6100006103516,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/30-SCPO [L.6.1.8]/31-FCW/35-Nearside/36-GVT 40 kph/96-VUT 50 kph; CCScpo Nearside GVT 40 kph FCW/V4_T96_R2.txt,Guang_Qi_S9_data,3,1,SoundAlarm,24.9398994445801,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/36-VUT 50 kph; CCRs 50 % FCW/V4_T36_R1.txt,Guang_Qi_S9_data,3,1,SoundAlarm,14.0100002288818,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/40-VUT 60 kph; CCRs -50 % FCW/V4_T40_R1.txt,Guang_Qi_S9_data,3,1,SoundAlarm,13.5699996948242,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/44-VUT 70 kph; CCRs 50 % FCW/V4_T44_R1.txt,Guang_Qi_S9_data,3,1,SoundAlarm,13.4899997711182,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/48-VUT 80 kph; CCRs -50 % FCW/V4_T48_R1.txt,Guang_Qi_S9_data,3,1,SoundAlarm,14.4099998474121,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
Guang_Qi_S9_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/48-VUT 80 kph; CCRs -50 % FCW/V4_T48_R2.txt,Guang_Qi_S9_data,3,1,SoundAlarm,14.8599996566772,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/15-SCP [L.6.1.7]/23-FCW/24-Farside/25-GVT 40 kph/60-VUT 50 kph; CCScp Farside GVT 40 kph FCW/V2_T60_R1.txt,XPengP7+_data,3,1,SoundAlarm,19.9500007629395,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/36-VUT 50 kph; CCRs 50 % FCW/V2_T36_R1.txt,XPengP7+_data,3,1,SoundAlarm,15.3500003814697,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/36-VUT 50 kph; CCRs 50 % FCW/V2_T36_R2.txt,XPengP7+_data,3,1,SoundAlarm,18.4799995422363,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/36-VUT 50 kph; CCRs 50 % FCW/V2_T36_R3.txt,XPengP7+_data,3,1,SoundAlarm,18.5300006866455,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/36-VUT 50 kph; CCRs 50 % FCW/V2_T36_R4.txt,XPengP7+_data,3,1,SoundAlarm,19.3798999786377,fcw_only_no_aeb,True,False,manual_braking_after_fcw,manual_after_fcw_audio_expected_by_test_procedure,FCW场景只测FCW，不测AEB，这里是听到报警声后就人工接管了
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/40-VUT 60 kph; CCRs -50 % FCW/V2_T40_R1.txt,XPengP7+_data,3,1,SoundAlarm,15.3299999237061,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/44-VUT 70 kph; CCRs 50 % FCW/V2_T44_R1.txt,XPengP7+_data,3,1,SoundAlarm,14.9899997711182,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
XPengP7+_data/2-C-NCAP ADAS 2024 (VUT)/9-CCR [L.6.1]/12-FCW/13-CCRs/48-VUT 80 kph; CCRs -50 % FCW/V2_T48_R1.txt,XPengP7+_data,3,1,SoundAlarm,15.5500001907349,fcw_only_no_aeb,True,False,robot_braking_after_fcw,not_reviewed,
